EmployeeID,Age,Gender,Education,Department,JobRole,YearsExperience,YearsAtCompany,PerformanceScore,WorkHours,Overtime,ProjectsHandled,TrainingHours,WorkLifeBalance,JobSatisfaction,Absences,Promotions,DistanceFromHome,StressLevel,MonthlyIncome,Attrition
44234,,Male,Master,HR,Manager,21,11,1,37.0,Yes,13,86,4,1,10,0,15,Low,57271.0,Yes
44235,41.0,Female,Master,IT,Engineer,15,5,5,43.0,No,5,73,4,1,13,1,6,High,55210.0,Yes
44236,59.0,Male,Bachelor,Sales,Engineer,28,14,1,47.0,Yes,1,79,4,1,13,4,31,High,60691.0,Yes
44237,33.0,Female,Master,Sales,Engineer,0,15,4,34.0,No,6,76,4,1,3,3,18,Medium,29148.0,Yes
44238,39.0,Female,Bachelor,Sales,Analyst,31,3,5,30.0,Yes,2,60,3,5,15,0,8,Low,78826.0,No
44239,23.0,Female,Bachelor,Finance,Engineer,22,28,5,59.0,Yes,16,18,3,2,12,1,24,Low,62324.0,Yes
44240,54.0,Female,Bachelor,IT,Analyst,24,12,2,40.0,No,9,63,4,3,16,3,43,Low,56037.0,No
44241,58.0,Female,Master,HR,Manager,29,24,4,56.0,No,2,89,2,4,5,2,45,Medium,73801.0,Yes
44242,39.0,Female,Bachelor,Sales,Engineer,5,19,1,,Yes,14,9,1,5,12,3,25,Low,34361.0,Yes
44243,52.0,Male,Bachelor,IT,Analyst,12,11,3,65.0,Yes,19,23,3,1,0,2,46,High,44511.0,Yes
44244,,Female,PhD,Sales,Analyst,20,29,1,54.0,Yes,19,19,1,4,18,4,15,Low,53972.0,Yes
44245,59.0,Female,Master,HR,Analyst,12,23,2,62.0,No,19,53,4,4,8,1,27,Medium,40524.0,No
44246,34.0,Female,Bachelor,Finance,Analyst,18,23,3,51.0,Yes,1,61,2,5,1,0,4,Low,52500.0,Yes
44247,27.0,Male,PhD,Sales,Engineer,16,17,5,66.0,No,15,98,3,2,8,1,49,High,55775.0,Yes
44248,40.0,Female,Bachelor,Finance,Manager,2,24,2,,No,7,60,2,3,11,2,43,Low,23567.0,Yes
44249,52.0,Male,PhD,Finance,Manager,13,24,4,64.0,Yes,17,32,1,2,13,2,37,Low,46979.0,Yes
44250,51.0,Female,PhD,IT,Engineer,30,1,5,62.0,No,7,32,3,5,13,0,45,High,72322.0,Yes
44251,42.0,Male,PhD,HR,Manager,20,24,3,,No,3,36,4,2,4,1,30,Low,54440.0,Yes
44252,25.0,Female,Master,HR,Manager,14,6,4,36.0,Yes,11,47,3,1,4,0,49,Low,49955.0,Yes
44253,51.0,Male,Bachelor,HR,Analyst,23,19,3,41.0,No,4,68,4,3,0,1,17,Medium,58040.0,No
44254,35.0,Male,Master,Finance,Analyst,30,14,5,60.0,No,14,22,4,5,17,3,30,Low,77433.0,No
44255,37.0,Male,Master,HR,Engineer,22,5,2,69.0,No,11,98,1,5,2,4,20,Low,57119.0,Yes
44256,57.0,Male,PhD,Sales,Engineer,19,7,3,45.0,Yes,8,61,4,4,16,4,9,Low,53065.0,No
44257,39.0,Female,PhD,HR,Manager,14,23,5,43.0,Yes,11,56,4,3,2,4,23,Low,55688.0,No
44258,30.0,Male,Bachelor,IT,Engineer,32,16,4,,No,11,77,4,4,11,1,14,Low,74080.0,No
44259,54.0,Female,PhD,Finance,Manager,26,17,4,46.0,No,8,54,4,5,19,2,49,Medium,68895.0,No
44260,45.0,Female,Master,HR,Engineer,28,13,5,46.0,Yes,3,56,2,2,8,1,26,Low,74963.0,Yes
44261,57.0,Male,Bachelor,Sales,Engineer,1,8,1,45.0,No,4,5,3,3,12,2,38,Medium,26632.0,No
44262,48.0,Female,Master,HR,Manager,3,10,4,33.0,Yes,7,89,4,4,3,4,5,Low,28493.0,No
44263,35.0,Male,Master,Finance,Manager,12,21,5,38.0,No,4,24,4,1,2,3,28,Low,48284.0,Yes
44264,40.0,Male,PhD,Finance,Analyst,4,0,5,,No,18,21,4,3,13,2,12,Low,31673.0,No
44265,33.0,Female,Master,IT,Manager,24,2,5,68.0,No,4,69,2,3,1,3,42,Medium,66351.0,Yes
44266,40.0,Female,PhD,Sales,Manager,2,26,3,39.0,No,16,60,4,5,0,3,26,Medium,24738.0,No
44267,51.0,Female,Master,HR,Analyst,31,4,3,51.0,Yes,2,99,2,3,8,0,22,Medium,73864.0,Yes
44268,38.0,Male,PhD,Sales,Engineer,1,21,5,47.0,No,12,70,2,5,1,3,37,Low,34780.0,Yes
44269,48.0,Female,Bachelor,Finance,Engineer,12,8,3,32.0,Yes,17,93,1,1,7,4,24,High,41651.0,Yes
44270,24.0,Male,PhD,IT,Manager,20,21,1,40.0,Yes,19,18,1,4,10,2,19,Low,53848.0,Yes
44271,44.0,Male,PhD,HR,Manager,21,12,3,50.0,Yes,19,18,1,2,8,2,28,High,53599.0,Yes
44272,29.0,Male,PhD,Finance,Analyst,32,24,1,62.0,Yes,2,51,4,1,1,3,39,High,68643.0,Yes
44273,52.0,Female,PhD,Finance,Analyst,7,2,2,,No,17,71,2,5,6,2,26,Low,38096.0,Yes
44274,52.0,Female,Master,HR,Manager,17,19,5,,No,16,26,2,2,3,3,16,High,59405.0,Yes
44275,59.0,Female,Bachelor,Sales,Engineer,3,12,5,,Yes,6,50,4,1,7,1,45,Medium,37996.0,Yes
44276,41.0,Female,Bachelor,IT,Manager,34,1,1,44.0,No,13,60,2,2,7,3,49,Medium,70511.0,Yes
44277,59.0,Female,Bachelor,IT,Manager,23,29,2,65.0,Yes,19,77,4,4,3,2,22,High,55685.0,Yes
44278,47.0,Male,Master,Finance,Manager,12,27,1,45.0,No,17,28,4,1,5,2,46,Medium,42355.0,Yes
44279,56.0,Male,PhD,Finance,Manager,33,10,5,53.0,No,12,75,1,4,6,4,1,Low,78161.0,Yes
44280,28.0,Female,Master,IT,Analyst,3,0,3,69.0,Yes,17,32,1,4,0,0,10,Low,28044.0,Yes
44281,39.0,Male,PhD,Finance,Engineer,19,29,2,68.0,Yes,6,79,3,1,12,4,11,High,49194.0,Yes
44282,49.0,Male,Master,Finance,Engineer,26,12,4,39.0,No,11,48,3,5,13,1,5,High,67666.0,Yes
44283,39.0,Male,PhD,HR,Manager,18,5,3,35.0,Yes,13,92,1,4,2,4,4,Low,55510.0,Yes
44284,25.0,Female,Bachelor,IT,Engineer,18,10,1,52.0,No,9,32,1,2,17,1,11,Low,44523.0,Yes
44285,42.0,Female,Bachelor,Finance,Analyst,19,4,3,,Yes,17,52,1,2,11,2,1,Medium,57902.0,Yes
44286,,Male,Bachelor,IT,Engineer,22,8,1,30.0,Yes,4,23,2,4,15,2,11,Medium,50383.0,Yes
44287,30.0,Male,Bachelor,Sales,Engineer,15,2,1,33.0,No,6,69,4,2,6,1,5,Medium,42778.0,Yes
44288,35.0,Male,Bachelor,HR,Analyst,2,0,2,,No,1,94,4,4,15,4,31,Medium,28786.0,No
44289,22.0,Male,Bachelor,IT,Engineer,30,18,1,46.0,Yes,12,29,2,2,9,2,38,Medium,66588.0,Yes
44290,42.0,Female,Master,IT,Analyst,8,25,5,69.0,No,6,83,3,5,17,2,22,High,39863.0,Yes
44291,55.0,Female,Bachelor,Finance,Manager,20,21,5,49.0,Yes,4,17,4,4,12,3,49,Medium,60956.0,No
44292,59.0,Male,PhD,IT,Analyst,25,11,5,47.0,No,10,97,4,4,17,3,10,Medium,71318.0,No
44293,39.0,Male,Bachelor,HR,Analyst,30,12,2,30.0,Yes,18,33,2,4,4,2,45,High,73218.0,Yes
44294,32.0,Female,Bachelor,HR,Engineer,5,23,3,32.0,Yes,10,2,1,3,12,0,4,High,28986.0,Yes
44295,54.0,Female,PhD,IT,Manager,31,1,1,41.0,Yes,11,44,3,1,19,0,40,Medium,69260.0,Yes
44296,40.0,Female,Bachelor,Sales,Manager,25,5,4,37.0,Yes,2,82,3,4,12,2,5,Low,64743.0,No
44297,27.0,Male,Master,HR,Engineer,25,1,3,61.0,No,17,10,4,4,17,0,7,Medium,64864.0,No
44298,,Male,Master,IT,Analyst,23,4,4,42.0,Yes,17,1,3,3,12,1,47,High,63639.0,Yes
44299,23.0,Female,PhD,HR,Engineer,25,5,4,54.0,No,6,58,4,3,13,0,21,High,63553.0,Yes
44300,26.0,Female,Bachelor,Finance,Analyst,30,7,2,62.0,Yes,13,53,1,3,10,1,11,High,69764.0,Yes
44301,53.0,Female,PhD,HR,Engineer,16,20,1,39.0,No,4,22,3,1,6,3,38,Low,49190.0,Yes
44302,54.0,Male,Bachelor,IT,Engineer,2,1,4,35.0,No,16,11,1,3,5,4,24,High,34353.0,Yes
44303,53.0,Male,Bachelor,Finance,Manager,32,9,3,36.0,Yes,1,25,1,1,8,4,28,Low,76331.0,Yes
44304,49.0,Female,Bachelor,Finance,Engineer,31,3,1,47.0,No,3,87,4,3,9,2,34,Low,72366.0,No
44305,43.0,Female,PhD,Sales,Manager,24,9,3,51.0,Yes,19,19,3,3,8,0,21,Low,63780.0,No
44306,24.0,Male,Master,Finance,Manager,24,13,5,44.0,No,10,27,4,1,2,2,7,High,68675.0,Yes
44307,25.0,Male,Bachelor,Sales,Manager,31,22,1,67.0,No,16,41,1,2,0,4,6,Low,66491.0,Yes
44308,54.0,Male,PhD,HR,Analyst,21,24,5,64.0,No,3,75,1,4,3,1,16,Low,59783.0,Yes
44309,36.0,Male,Master,Finance,Engineer,17,17,3,58.0,Yes,3,4,1,1,7,3,22,Low,55372.0,Yes
44310,23.0,Male,PhD,Sales,Manager,27,24,2,60.0,No,5,10,3,5,17,4,37,Low,66325.0,No
44311,34.0,Female,PhD,IT,Engineer,25,12,4,63.0,No,14,95,4,2,6,1,41,Low,67244.0,Yes
44312,53.0,Male,Master,HR,Manager,11,17,5,64.0,Yes,15,24,1,3,14,0,49,Low,45913.0,Yes
44313,48.0,Female,Master,Finance,Manager,19,10,4,68.0,Yes,4,33,4,1,11,3,10,High,57173.0,Yes
44314,35.0,Male,Master,Finance,Manager,33,3,5,51.0,No,13,16,2,2,14,4,10,Medium,77443.0,Yes
44315,24.0,Female,PhD,HR,Manager,24,25,4,43.0,Yes,10,73,4,2,11,3,21,Low,59183.0,Yes
44316,40.0,Female,Bachelor,Finance,Engineer,0,21,2,60.0,Yes,4,89,1,5,16,0,30,Low,28040.0,Yes
44317,45.0,Female,Bachelor,IT,Analyst,27,1,4,35.0,Yes,19,69,2,5,2,1,31,Medium,72416.0,Yes
44318,55.0,Male,Bachelor,HR,Engineer,4,5,5,69.0,Yes,18,52,1,1,7,0,41,High,,Yes
44319,59.0,Female,PhD,IT,Manager,13,7,4,41.0,No,2,70,1,1,1,3,29,Medium,44123.0,Yes
44320,42.0,Female,Master,Sales,Engineer,2,16,5,36.0,Yes,14,3,1,4,11,1,20,High,28328.0,Yes
44321,55.0,Female,PhD,Finance,Engineer,12,15,5,46.0,Yes,18,80,3,2,15,1,49,Low,44252.0,Yes
44322,48.0,Male,Bachelor,Finance,Analyst,2,14,3,62.0,No,5,68,1,3,4,2,4,High,33475.0,Yes
44323,30.0,Male,Bachelor,HR,Engineer,27,28,2,69.0,Yes,15,64,3,4,14,1,23,Medium,59566.0,No
44324,36.0,Male,Bachelor,Finance,Manager,2,22,2,67.0,Yes,1,75,1,3,13,4,27,Medium,30449.0,Yes
44325,43.0,Female,Master,Finance,Manager,22,5,5,61.0,Yes,7,14,3,3,10,2,10,Low,63010.0,No
44326,39.0,Female,Master,IT,Analyst,3,21,4,51.0,No,1,61,3,1,5,0,33,Medium,29523.0,Yes
44327,21.0,Female,Bachelor,Sales,Engineer,11,6,5,46.0,Yes,1,3,2,5,0,3,13,High,44282.0,Yes
44328,21.0,Female,Bachelor,Finance,Manager,10,16,4,38.0,No,11,97,3,3,19,0,45,Low,43089.0,No
44329,46.0,Male,Bachelor,HR,Manager,7,26,1,30.0,No,15,43,2,2,0,2,38,High,33755.0,Yes
44330,54.0,Female,Bachelor,HR,Analyst,30,27,1,60.0,No,16,30,1,3,5,0,15,High,69882.0,Yes
44331,22.0,Female,PhD,HR,Analyst,31,17,2,63.0,No,3,83,1,5,9,3,24,Low,71053.0,Yes
44332,48.0,Female,Bachelor,Finance,Manager,14,5,3,43.0,No,6,57,1,4,9,1,46,High,,Yes
44333,40.0,Female,PhD,Sales,Engineer,28,8,2,31.0,No,9,95,2,2,9,1,44,Low,61185.0,Yes
44334,47.0,Male,Bachelor,IT,Engineer,17,4,3,60.0,No,6,60,2,4,13,1,36,Medium,51331.0,Yes
44335,48.0,Male,Bachelor,Sales,Manager,29,0,1,63.0,Yes,9,11,3,4,19,0,5,High,63554.0,Yes
44336,51.0,Male,Master,IT,Engineer,15,0,3,61.0,No,2,1,3,4,19,2,2,Low,46459.0,No
44337,27.0,Male,PhD,HR,Manager,10,26,3,48.0,No,16,34,3,2,5,3,12,Low,44115.0,Yes
44338,28.0,Female,Bachelor,HR,Manager,16,11,2,68.0,No,3,97,3,4,9,3,26,High,47967.0,Yes
44339,52.0,Male,Master,Sales,Engineer,22,22,2,45.0,No,3,7,3,5,12,3,3,High,57383.0,Yes
44340,31.0,Male,Bachelor,Sales,Analyst,1,14,2,37.0,Yes,3,96,2,3,11,0,38,Medium,30081.0,Yes
44341,46.0,Male,PhD,Sales,Engineer,0,27,1,48.0,No,9,71,3,1,7,1,48,Low,24719.0,Yes
44342,45.0,Male,Master,HR,Manager,18,3,2,54.0,Yes,6,42,4,3,17,1,33,High,51715.0,Yes
44343,27.0,Female,Master,Finance,Engineer,6,7,3,46.0,No,10,34,1,5,6,3,42,Medium,35057.0,Yes
44344,40.0,Female,Bachelor,Finance,Analyst,8,21,2,48.0,Yes,12,28,4,5,15,3,39,High,34758.0,Yes
44345,50.0,Female,PhD,IT,Analyst,18,2,5,48.0,No,12,38,2,4,4,1,23,High,58620.0,Yes
44346,21.0,Female,Bachelor,IT,Engineer,26,26,3,62.0,Yes,10,92,4,3,7,2,34,Low,62056.0,No
44347,38.0,Male,Master,Sales,Engineer,13,23,5,,No,10,91,4,4,3,3,30,Medium,47043.0,No
44348,28.0,Male,Bachelor,HR,Engineer,18,4,2,49.0,Yes,13,32,3,2,17,3,19,High,53608.0,Yes
44349,49.0,Female,Bachelor,Finance,Manager,0,9,5,45.0,Yes,1,15,2,4,17,1,22,Low,33666.0,Yes
44350,42.0,Male,PhD,HR,Engineer,7,27,1,36.0,No,2,65,1,2,6,3,7,High,36651.0,Yes
44351,52.0,Female,PhD,Finance,Engineer,16,12,5,63.0,No,10,98,3,2,19,4,31,Low,57466.0,Yes
44352,34.0,Male,Bachelor,Sales,Engineer,18,25,3,50.0,Yes,5,69,2,3,17,2,47,High,54440.0,Yes
44353,22.0,Female,PhD,HR,Engineer,6,17,4,52.0,No,8,54,1,2,17,4,11,Medium,33487.0,Yes
44354,55.0,Female,Master,IT,Manager,15,24,3,43.0,Yes,13,27,2,4,9,0,6,High,48507.0,Yes
44355,27.0,Female,PhD,IT,Manager,15,3,2,43.0,Yes,15,43,3,2,2,2,43,Medium,41966.0,Yes
44356,23.0,Male,Master,IT,Engineer,9,22,3,66.0,Yes,17,94,4,5,5,2,9,Medium,34870.0,No
44357,35.0,Female,Bachelor,Sales,Manager,8,19,1,46.0,Yes,14,6,4,1,17,4,12,High,,Yes
44358,54.0,Female,Bachelor,Finance,Analyst,25,2,3,61.0,Yes,3,84,3,1,16,1,22,Low,64970.0,Yes
44359,42.0,Female,Bachelor,Finance,Engineer,33,5,2,65.0,Yes,11,78,4,1,10,4,9,High,75893.0,Yes
44360,38.0,Female,Bachelor,Sales,Analyst,6,29,5,64.0,No,3,99,2,5,2,1,7,Low,38389.0,Yes
44361,38.0,Male,Bachelor,Finance,Manager,25,7,3,69.0,Yes,14,31,2,1,11,4,9,Medium,58844.0,Yes
44362,54.0,Male,PhD,Sales,Analyst,26,10,4,59.0,Yes,11,97,1,5,0,1,41,Low,63990.0,Yes
44363,56.0,Male,PhD,IT,Engineer,20,15,2,45.0,No,6,83,3,3,5,0,47,Medium,50847.0,No
44364,59.0,Female,Bachelor,IT,Manager,33,25,1,34.0,No,6,17,1,1,7,3,12,High,68081.0,Yes
44365,58.0,Female,Master,IT,Manager,12,18,4,60.0,Yes,16,83,4,5,4,3,43,High,41897.0,Yes
44366,57.0,Female,PhD,HR,Manager,30,8,5,41.0,No,14,13,2,1,6,2,6,Medium,78521.0,Yes
44367,38.0,Female,Bachelor,Sales,Manager,16,19,3,61.0,Yes,10,79,2,4,16,1,32,Medium,52837.0,Yes
44368,49.0,Female,Bachelor,Finance,Manager,34,7,2,57.0,No,9,10,3,2,17,1,29,Medium,75811.0,Yes
44369,32.0,Male,PhD,HR,Manager,19,3,4,49.0,No,3,30,3,4,6,3,17,Low,54297.0,No
44370,38.0,Male,Master,IT,Engineer,18,13,2,57.0,No,13,49,1,5,9,3,37,High,48674.0,Yes
44371,51.0,Female,PhD,HR,Engineer,11,17,1,36.0,Yes,19,43,3,2,9,0,14,Medium,40981.0,Yes
44372,35.0,Female,Bachelor,Finance,Analyst,28,6,2,58.0,No,8,70,3,1,0,1,42,High,63794.0,Yes
44373,50.0,Female,PhD,Sales,Engineer,8,0,1,49.0,Yes,14,97,3,1,8,2,20,Low,33192.0,Yes
44374,56.0,Female,Master,IT,Manager,6,20,1,57.0,No,18,16,3,4,11,0,7,High,28785.0,Yes
44375,48.0,Female,PhD,IT,Analyst,14,20,4,34.0,Yes,7,34,3,3,0,2,20,Medium,48202.0,No
44376,35.0,Female,Master,Sales,Manager,3,1,1,45.0,No,12,49,4,4,0,4,23,Medium,28033.0,No
44377,53.0,Male,PhD,Sales,Engineer,30,25,5,69.0,No,4,17,3,3,12,1,46,High,75379.0,Yes
44378,22.0,Female,PhD,Finance,Analyst,9,29,5,53.0,No,19,43,3,4,5,2,21,High,40379.0,Yes
44379,28.0,Male,PhD,Sales,Manager,31,21,4,49.0,No,1,61,1,1,10,1,20,Medium,75417.0,Yes
44380,53.0,Male,Bachelor,Finance,Analyst,15,5,5,64.0,No,5,55,3,1,2,3,27,Medium,57094.0,Yes
44381,55.0,Female,PhD,HR,Engineer,25,12,1,49.0,No,14,5,1,1,10,0,17,Medium,61212.0,Yes
44382,38.0,Male,PhD,HR,Engineer,31,27,4,42.0,No,8,43,4,1,3,0,17,Medium,70834.0,Yes
44383,46.0,Female,PhD,IT,Analyst,27,14,2,43.0,No,7,87,2,2,18,2,25,Medium,64167.0,Yes
44384,41.0,Female,Bachelor,Sales,Analyst,8,16,5,49.0,No,14,73,4,5,15,3,17,Medium,46094.0,No
44385,48.0,Female,PhD,Sales,Analyst,33,26,4,67.0,Yes,12,65,4,3,0,4,19,High,82170.0,Yes
44386,40.0,Female,Bachelor,Finance,Engineer,17,4,4,47.0,Yes,12,29,2,1,14,3,7,Low,57215.0,Yes
44387,40.0,Male,PhD,IT,Analyst,24,6,1,32.0,No,10,87,4,4,12,4,36,Low,54287.0,No
44388,24.0,Female,Master,Finance,Analyst,30,20,2,67.0,Yes,5,21,3,2,17,2,31,High,71586.0,Yes
44389,56.0,Male,PhD,HR,Manager,26,10,2,40.0,No,7,15,3,1,0,3,38,Medium,65500.0,Yes
44390,,Male,Bachelor,HR,Engineer,12,28,1,46.0,No,6,7,3,5,4,0,20,Low,42219.0,No
44391,33.0,Female,Bachelor,IT,Analyst,9,25,4,46.0,Yes,15,43,4,1,3,1,5,Medium,,Yes
44392,51.0,Female,Bachelor,Sales,Manager,27,19,4,,Yes,18,29,1,1,11,2,41,Low,71167.0,Yes
44393,59.0,Female,Bachelor,IT,Manager,24,5,3,66.0,Yes,16,95,3,3,4,0,15,Low,57534.0,No
44394,27.0,Male,PhD,Sales,Analyst,2,28,1,61.0,No,16,77,1,2,1,4,5,High,26936.0,Yes
44395,37.0,Female,Bachelor,Finance,Engineer,33,5,2,39.0,No,11,97,2,2,16,1,14,Low,69704.0,Yes
44396,32.0,Female,PhD,Sales,Manager,20,27,1,58.0,Yes,19,52,4,4,0,1,7,Low,54758.0,No
44397,50.0,Female,Master,IT,Manager,27,26,4,65.0,Yes,16,14,4,5,15,1,8,Low,64812.0,No
44398,54.0,Male,Bachelor,Finance,Engineer,12,13,4,53.0,No,4,69,4,1,8,3,41,High,50900.0,Yes
44399,42.0,Male,Bachelor,Finance,Manager,16,11,5,40.0,Yes,5,36,2,3,11,2,11,Medium,49169.0,Yes
44400,41.0,Female,Bachelor,Finance,Analyst,26,21,5,51.0,No,1,44,4,4,3,1,6,Low,73003.0,No
44401,29.0,Female,PhD,IT,Analyst,18,15,1,44.0,Yes,2,93,3,1,10,2,32,Low,49402.0,Yes
44402,32.0,Female,Master,IT,Engineer,31,0,5,,Yes,3,15,1,3,15,0,2,Low,77827.0,Yes
44403,37.0,Female,PhD,IT,Manager,4,5,2,57.0,Yes,17,18,2,1,17,4,5,Low,27664.0,Yes
44404,36.0,Male,Master,Sales,Manager,7,20,2,55.0,No,9,57,4,2,3,4,16,High,34409.0,Yes
44405,25.0,Male,Bachelor,IT,Manager,22,5,3,45.0,No,15,23,3,1,11,0,41,High,60492.0,Yes
44406,39.0,Female,PhD,Finance,Manager,20,26,5,49.0,Yes,6,79,1,2,10,2,35,Low,55044.0,Yes
44407,,Male,PhD,IT,Manager,31,11,3,47.0,Yes,8,75,4,1,3,4,49,High,72500.0,Yes
44408,37.0,Male,Master,HR,Engineer,31,23,4,52.0,No,16,92,3,3,4,1,28,Medium,74068.0,No
44409,42.0,Female,PhD,Finance,Engineer,19,22,4,50.0,No,6,13,2,4,7,4,38,High,57100.0,Yes
44410,55.0,Male,Bachelor,Finance,Analyst,11,18,4,34.0,No,16,41,2,2,4,1,22,Medium,42210.0,Yes
44411,35.0,Female,PhD,IT,Engineer,23,18,3,62.0,Yes,4,47,2,5,2,2,13,High,61821.0,Yes
44412,39.0,Male,Master,HR,Analyst,16,14,2,58.0,Yes,14,93,4,5,15,2,33,High,51483.0,Yes
44413,46.0,Female,PhD,HR,Analyst,34,29,3,62.0,Yes,11,26,2,4,11,2,2,High,78460.0,Yes
44414,55.0,Male,Bachelor,IT,Engineer,8,6,5,53.0,Yes,18,56,2,1,9,4,45,High,44844.0,Yes
44415,43.0,Female,PhD,Sales,Manager,22,27,4,56.0,No,16,51,2,3,10,2,44,High,60648.0,Yes
44416,30.0,Male,PhD,Finance,Engineer,11,0,2,59.0,Yes,13,20,1,5,6,2,7,Low,44236.0,Yes
44417,42.0,Male,PhD,Sales,Analyst,3,11,1,45.0,No,5,45,1,3,16,3,27,High,30228.0,Yes
44418,31.0,Male,PhD,Sales,Analyst,13,25,5,49.0,No,3,27,4,1,13,1,36,Medium,52837.0,Yes
44419,,Female,Master,Sales,Manager,32,11,1,34.0,No,3,81,3,5,15,1,25,High,73622.0,Yes
44420,21.0,Male,Bachelor,HR,Manager,3,1,2,58.0,Yes,16,83,4,4,4,0,42,Low,31782.0,No
44421,56.0,Male,Master,Sales,Engineer,31,9,4,65.0,No,19,58,2,4,4,4,43,Low,78908.0,Yes
44422,41.0,Male,PhD,IT,Engineer,5,1,4,54.0,No,13,46,4,5,18,0,6,High,33346.0,Yes
44423,28.0,Male,Bachelor,Sales,Analyst,16,2,3,33.0,Yes,11,9,4,3,4,2,42,Low,48458.0,No
44424,40.0,Male,Master,Finance,Manager,7,23,2,45.0,No,9,72,4,3,6,1,30,Medium,34568.0,No
44425,37.0,Male,PhD,Finance,Engineer,17,21,5,52.0,No,13,83,2,1,11,0,37,Medium,56467.0,Yes
44426,35.0,Male,Master,Finance,Manager,33,7,1,69.0,Yes,12,33,1,4,2,3,16,Medium,67921.0,Yes
44427,41.0,Female,PhD,Finance,Analyst,7,16,5,60.0,Yes,9,22,1,1,14,2,25,Low,39990.0,Yes
44428,21.0,Male,Bachelor,IT,Manager,18,11,3,59.0,No,12,37,2,2,11,2,3,Low,51368.0,Yes
44429,23.0,Male,PhD,HR,Analyst,28,26,2,60.0,No,7,25,3,3,9,1,14,Low,70180.0,No
44430,51.0,Female,Master,Finance,Manager,28,5,1,38.0,No,3,98,1,1,16,3,2,High,67448.0,Yes
44431,51.0,Female,PhD,HR,Engineer,29,2,5,56.0,No,8,39,3,4,13,3,15,Low,71708.0,No
44432,41.0,Female,Bachelor,HR,Manager,28,6,3,,Yes,19,39,2,4,1,3,31,High,68655.0,Yes
44433,43.0,Female,Master,HR,Manager,17,24,2,59.0,Yes,9,11,3,3,13,0,1,Low,52533.0,No
44434,37.0,Female,Master,IT,Analyst,6,12,5,66.0,Yes,2,48,3,3,11,1,15,High,35265.0,Yes
44435,42.0,Female,Master,IT,Manager,32,8,1,,Yes,1,21,3,2,18,1,41,High,74931.0,Yes
44436,42.0,Female,Master,Finance,Engineer,24,1,3,38.0,Yes,11,51,3,2,8,4,19,Low,60180.0,Yes
44437,56.0,Female,Master,IT,Engineer,7,7,1,42.0,Yes,11,92,1,5,0,0,45,Low,34443.0,Yes
44438,,Male,Bachelor,HR,Manager,15,24,4,51.0,Yes,19,65,4,5,6,2,26,Medium,48763.0,No
44439,28.0,Female,Master,IT,Analyst,30,15,5,61.0,Yes,18,1,3,3,10,3,25,High,79275.0,Yes
44440,34.0,Male,PhD,Sales,Manager,0,11,5,37.0,No,1,93,4,2,19,4,40,Low,34164.0,Yes
44441,58.0,Female,Master,HR,Manager,14,7,3,67.0,No,8,3,4,3,7,3,3,High,42874.0,Yes
44442,44.0,Male,Master,Finance,Analyst,30,12,3,49.0,No,9,34,4,3,7,1,22,Medium,68494.0,No
44443,42.0,Male,PhD,Finance,Engineer,27,0,2,55.0,Yes,19,74,1,5,0,2,21,High,63104.0,Yes
44444,35.0,Female,Bachelor,Finance,Analyst,20,22,5,56.0,Yes,8,1,1,4,18,0,34,Low,64352.0,Yes
44445,40.0,Female,Master,IT,Manager,14,10,3,47.0,No,7,45,2,3,4,3,41,High,51188.0,Yes
44446,47.0,Female,Bachelor,HR,Manager,15,20,2,62.0,No,3,87,2,1,3,0,40,Medium,42993.0,Yes
44447,48.0,Female,PhD,Sales,Manager,33,7,2,67.0,No,4,87,2,3,9,2,40,Medium,71271.0,Yes
44448,42.0,Female,Bachelor,Sales,Manager,21,18,1,66.0,Yes,19,12,3,2,5,0,49,Medium,57389.0,Yes
44449,,Female,PhD,Sales,Analyst,12,13,2,45.0,No,17,18,1,1,9,3,16,High,43788.0,Yes
44450,29.0,Male,Bachelor,HR,Analyst,4,21,5,40.0,No,19,75,1,5,2,1,48,Medium,36775.0,Yes
44451,43.0,Male,Bachelor,IT,Analyst,1,23,4,62.0,Yes,7,92,1,5,11,4,39,Low,33043.0,Yes
44452,25.0,Male,Master,IT,Manager,27,12,4,58.0,Yes,3,28,1,1,5,4,11,High,63716.0,Yes
44453,59.0,Male,PhD,HR,Manager,1,4,5,38.0,No,6,52,4,5,1,0,35,Low,,No
44454,37.0,Female,PhD,IT,Engineer,16,18,2,52.0,No,10,40,3,2,18,0,29,Low,50096.0,Yes
44455,25.0,Female,Master,IT,Analyst,28,23,5,48.0,No,16,6,2,4,16,4,17,Low,69741.0,Yes
44456,27.0,Female,Bachelor,IT,Analyst,4,19,3,43.0,Yes,1,38,3,1,12,0,48,High,29387.0,Yes
44457,,Male,Bachelor,Finance,Manager,3,11,1,41.0,No,19,96,2,2,5,1,30,Medium,25521.0,Yes
44458,27.0,Female,Bachelor,HR,Analyst,29,6,3,67.0,No,11,22,4,4,2,4,31,Low,,No
44459,42.0,Female,Bachelor,HR,Analyst,8,0,2,66.0,Yes,5,65,4,3,17,1,22,Low,40360.0,No
44460,58.0,Male,Bachelor,Finance,Engineer,21,2,4,,Yes,9,84,2,1,9,4,43,Low,58657.0,Yes
44461,41.0,Female,PhD,Sales,Manager,18,13,3,65.0,Yes,5,13,4,3,3,1,37,Low,52279.0,No
